mean_absolute_error,mean_squared_error,mean_squared_log_error,median_absolute_error,r2_score,explained_variance
0.11347908798485642,0.026030195400380634,0.0018710339103355409,0.0854496178359323,0.93035692671224079,0.93100711305498085
